inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
9,0,0,0,0,0,0.0,1651514930
10,0,0,0,0,0,4.0,1651514940
9,0,0,0,0,0,0.0,1651514949
12,0,0,0,0,0,0.0,1651514961
10,0,0,0,0,0,0.0,1651514971
10,0,0,0,0,0,0.0,1651514981
10,0,0,0,0,0,0.0,1651514991
10,0,0,0,0,0,0.0,1651515001
8,0,0,0,0,0,0.0,1651515009
12,0,0,0,0,0,0.0,1651515021
10,0,0,0,0,0,0.0,1651515031
10,0,0,0,0,0,0.0,1651515041
10,0,0,0,0,0,0.0,1651515051
10,0,0,0,0,0,0.0,1651515061
10,0,0,0,0,0,0.0,1651515071
10,0,0,0,0,0,0.0,1651515081
10,0,0,0,0,0,0.0,1651515091
9,0,0,0,0,0,0.0,1651515100
10,0,0,0,0,0,0.0,1651515110
11,0,0,0,0,0,0.0,1651515121
10,0,0,0,0,0,0.0,1651515131
10,0,0,0,0,0,0.0,1651515141
10,0,0,0,0,0,0.0,1651515151
9,0,0,0,0,0,0.0,1651515160
11,0,0,0,0,0,0.0,1651515171
10,0,0,0,0,0,0.0,1651515181
10,0,0,0,0,0,0.0,1651515191
10,0,0,0,0,0,0.0,1651515201
10,0,0,0,0,0,0.0,1651515211
10,0,0,0,0,0,0.0,1651515221
