inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
9,0,0,0,0,0,0,1651514930
10,0,0,0,0,0,0,1651514940
10,0,0,0,0,0,0,1651514950
10,0,0,0,0,0,0,1651514960
10,0,0,0,0,0,0,1651514970
10,0,0,0,0,0,0,1651514980
10,0,0,0,0,0,0,1651514990
10,0,0,0,0,0,0,1651515000
10,0,0,0,0,0,0,1651515010
10,0,0,0,0,0,0,1651515020
10,0,0,0,0,0,0,1651515030
10,0,0,0,0,0,0,1651515040
10,0,0,0,0,0,0,1651515050
10,0,0,0,0,0,0,1651515060
10,0,0,0,0,0,0,1651515070
10,0,0,0,0,0,0,1651515080
10,0,0,0,0,0,0,1651515090
10,0,0,0,0,0,0,1651515100
10,0,0,0,0,0,0,1651515110
10,0,0,0,0,0,0,1651515120
10,0,0,0,0,0,0,1651515130
10,0,0,0,0,0,0,1651515140
10,0,0,0,0,0,0,1651515150
10,0,0,0,0,0,0,1651515160
10,0,0,0,0,0,0,1651515170
10,0,0,0,0,0,0,1651515180
10,0,0,0,0,0,0,1651515190
10,0,0,0,0,0,0,1651515200
10,0,0,0,0,0,0,1651515210
10,0,0,0,0,0,0,1651515220
