inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
9,0,0,0,0,0,0,1651515610
10,0,0,0,0,0,0,1651515620
10,0,0,0,0,0,0,1651515630
10,0,0,0,0,0,0,1651515640
10,0,0,0,0,0,0,1651515650
10,0,0,0,0,0,0,1651515660
10,0,0,0,0,0,0,1651515670
10,0,0,0,0,0,0,1651515680
10,0,0,0,0,0,0,1651515690
10,0,0,0,0,0,0,1651515700
10,0,0,0,0,0,0,1651515710
10,0,0,0,0,0,0,1651515720
10,0,0,0,0,0,0,1651515730
10,0,0,0,0,0,0,1651515740
10,0,0,0,0,0,0,1651515750
10,0,0,0,0,0,0,1651515760
10,0,0,0,0,0,0,1651515770
10,0,0,0,0,0,0,1651515780
10,0,0,0,0,0,0,1651515790
10,0,0,0,0,0,0,1651515800
10,0,0,0,0,0,0,1651515810
10,0,0,0,0,0,0,1651515820
10,0,0,0,0,0,0,1651515830
10,0,0,0,0,0,0,1651515840
10,0,0,0,0,0,0,1651515850
10,0,0,0,0,0,0,1651515860
10,0,0,0,0,0,0,1651515870
10,0,0,0,0,0,0,1651515880
10,0,0,0,0,0,0,1651515890
10,0,0,0,0,0,0,1651515900
