inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
5,0,0,0,0,1,1.5,1651515610
9,2,0,0,1,0,0.0,1651515620
11,0,0,0,0,0,0.0,1651515631
10,0,0,0,0,0,0.0,1651515641
10,0,0,0,0,0,0.0,1651515651
10,0,0,0,0,0,0.0,1651515661
10,0,0,0,0,0,0.0,1651515671
10,0,0,0,0,0,0.0,1651515681
10,0,0,0,0,0,0.0,1651515691
10,0,0,0,0,0,0.0,1651515701
10,0,0,0,0,0,0.0,1651515711
10,0,0,0,0,0,0.0,1651515721
10,0,0,0,0,0,0.0,1651515731
9,0,0,0,0,0,0.0,1651515740
10,0,0,0,0,0,0.0,1651515750
10,0,0,0,0,0,0.0,1651515760
10,0,0,0,0,0,0.0,1651515770
10,0,0,0,0,0,0.0,1651515780
11,0,0,0,0,0,0.0,1651515791
2,0,0,0,0,6,0.0,1651515800
5,0,0,0,0,4,0.0,1651515810
5,0,0,0,0,4,0.0,1651515820
7,0,0,0,0,2,0.0,1651515830
11,0,0,0,0,0,0.0,1651515841
6,0,0,0,0,3,0.0,1651515850
1,0,0,0,0,6,0.0,1651515860
7,0,0,0,0,2,0.0,1651515870
9,0,0,0,0,0,0.0,1651515880
10,0,0,0,0,0,0.0,1651515890
5,0,0,0,0,5,0.0,1651515900
