inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
10,0,0,0,0,0,0,1651514660
10,0,0,0,0,0,0,1651514670
10,0,0,0,0,0,0,1651514680
10,0,0,0,0,0,0,1651514690
10,0,0,0,0,0,0,1651514700
10,0,0,0,0,0,0,1651514710
10,0,0,0,0,0,0,1651514720
9,0,0,0,0,0,0,1651514729
10,0,0,0,0,0,0,1651514740
5,0,0,0,0,4,0,1651514749
11,0,0,0,0,0,0,1651514760
8,0,0,0,0,0,0,1651514769
10,0,0,0,0,0,0,1651514779
10,0,0,0,0,0,0,1651514789
9,0,0,0,0,0,0,1651514798
11,0,0,0,0,0,0,1651514809
10,0,0,0,0,0,0,1651514819
11,0,0,0,0,0,0,1651514830
10,0,0,0,0,0,0,1651514840
10,0,0,0,0,0,0,1651514850
10,0,0,0,0,0,0,1651514860
9,0,0,0,0,0,0,1651514869
9,0,0,0,0,0,0,1651514878
11,0,0,0,0,0,0,1651514889
10,0,0,0,0,0,0,1651514899
10,0,0,0,0,0,0,1651514909
10,0,0,0,0,0,0,1651514919
10,0,0,0,0,0,0,1651514929
11,0,0,0,0,0,0,1651514940
9,0,0,0,0,0,0,1651514949
