inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
7,0,0,0,0,1,0.5,1651514659
10,0,0,0,0,0,0.0,1651514669
10,0,0,0,0,0,0.0,1651514679
10,0,0,0,0,0,0.0,1651514689
10,0,0,0,0,0,0.0,1651514699
10,0,0,0,0,0,0.0,1651514709
7,0,0,0,0,1,1.0,1651514719
10,0,0,0,0,0,0.0,1651514729
10,0,0,0,0,0,0.0,1651514739
11,0,0,0,0,0,0.0,1651514750
9,0,0,0,0,0,0.0,1651514759
11,0,0,0,0,0,0.0,1651514770
3,0,0,0,0,6,0.0,1651514779
1,2,0,0,2,4,0.5,1651514789
7,0,0,0,0,1,0.0,1651514799
11,0,0,0,0,0,0.0,1651514810
10,0,0,0,0,0,0.0,1651514820
9,0,0,0,0,0,0.0,1651514829
9,0,0,0,0,1,0.0,1651514839
7,0,0,0,0,2,0.0,1651514849
4,0,0,0,0,3,0.0,1651514859
7,1,0,0,1,2,3.0,1651514870
9,0,0,0,0,0,0.0,1651514880
10,0,0,0,0,0,0.0,1651514890
10,0,0,0,0,0,0.0,1651514900
10,0,0,0,0,0,0.0,1651514910
10,0,0,0,0,0,0.0,1651514920
10,0,0,0,0,0,0.0,1651514930
9,0,0,0,0,0,0.0,1651514939
10,0,0,0,0,1,0.0,1651514950
