inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
9,0,0,0,0,0,0,1651524235
9,0,0,0,0,1,0,1651524245
10,0,0,0,0,0,0,1651524255
10,0,0,0,0,0,0,1651524265
9,0,0,0,0,1,0,1651524275
10,0,0,0,0,0,0,1651524285
3,0,0,0,4,4,0,1651524296
5,2,0,1,1,3,0,1651524305
9,0,0,0,0,0,0,1651524315
10,0,0,0,0,0,0,1651524325
10,0,0,0,0,0,0,1651524335
10,0,0,0,0,0,0,1651524345
9,0,0,0,0,2,0,1651524356
2,0,0,0,3,4,0,1651524366
4,0,1,0,0,5,0,1651524375
5,0,1,0,3,3,0,1651524386
4,0,1,0,3,1,0,1651524395
6,0,0,0,0,3,0,1651524405
7,0,0,0,0,3,0,1651524415
7,0,0,0,0,4,0,1651524426
6,5,0,0,2,0,0,1651524434
8,2,0,0,1,1,0,1651524445
8,0,0,0,0,2,0,1651524456
10,0,0,0,0,0,0,1651524466
9,0,0,0,0,0,0,1651524475
10,0,0,0,0,0,0,1651524485
10,0,0,0,0,0,0,1651524495
10,0,0,0,0,0,0,1651524505
10,0,0,0,0,0,0,1651524515
10,0,0,0,0,0,0,1651524525
