inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
9,0,0,0,0,0,0.0,1651523838
10,0,0,0,0,0,0.0,1651523848
10,0,0,0,0,0,0.0,1651523858
9,0,0,0,0,0,0.0,1651523868
10,0,0,0,0,0,1.0,1651523879
10,0,0,0,0,0,0.0,1651523889
10,0,0,0,0,0,0.0,1651523899
3,0,0,0,0,0,5.0,1651523908
1,0,0,0,0,0,10.0,1651523919
7,0,0,0,0,0,0.5,1651523928
10,0,0,0,0,0,0.0,1651523938
10,1,0,0,0,0,0.0,1651523948
10,0,0,0,0,0,1.5,1651523959
8,0,0,0,0,0,2.5,1651523969
6,0,0,0,0,2,1.0,1651523979
4,6,0,0,2,3,6.0,1651523988
10,0,0,0,0,0,0.0,1651523998
10,0,0,0,0,0,0.0,1651524008
10,0,0,0,0,0,0.0,1651524018
10,0,0,0,0,0,0.0,1651524028
10,0,0,0,0,0,0.0,1651524038
10,0,0,0,0,0,0.0,1651524048
6,0,0,0,0,4,0.0,1651524059
6,1,0,0,4,0,0.5,1651524069
8,0,0,0,0,1,0.0,1651524078
10,0,0,0,0,0,0.0,1651524088
10,0,0,0,0,0,0.0,1651524098
4,0,0,0,0,6,2.0,1651524109
5,0,0,0,0,1,1.5,1651524118
10,1,0,0,0,0,0.0,1651524128
