inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
8,0,0,0,0,0,0,1651523838
10,0,0,0,0,0,0,1651523848
11,0,0,0,0,0,0,1651523859
9,0,0,0,0,0,0,1651523868
10,0,0,0,0,0,0,1651523878
10,0,0,0,0,0,0,1651523888
10,0,0,0,0,0,0,1651523898
10,0,0,0,0,0,0,1651523908
10,0,0,0,0,0,0,1651523918
10,0,0,0,0,0,0,1651523928
10,0,0,0,0,0,0,1651523938
10,0,0,0,0,0,0,1651523948
10,0,0,0,0,0,0,1651523958
10,0,0,0,0,0,0,1651523968
10,0,0,0,0,0,0,1651523978
10,0,0,0,0,0,0,1651523988
10,0,0,0,0,0,0,1651523998
10,0,0,0,0,0,0,1651524008
2,0,0,0,0,4,0,1651524016
12,0,0,0,0,0,0,1651524028
10,0,0,0,0,0,0,1651524038
10,0,0,0,0,0,0,1651524048
10,0,0,0,0,0,0,1651524058
10,0,0,0,0,0,0,1651524068
9,0,0,0,0,1,0,1651524078
10,0,0,0,0,0,0,1651524088
10,0,0,0,0,0,0,1651524098
10,0,0,0,0,0,0,1651524108
10,0,0,0,0,0,0,1651524118
11,0,0,0,0,0,0,1651524129
