inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
10,0,0,0,0,0,0,1651523839
8,0,0,0,0,0,0,1651523848
10,0,0,0,0,0,0,1651523858
8,0,0,1,2,1,0,1651523869
8,0,0,0,0,1,0,1651523878
4,1,0,0,2,2,0,1651523888
6,0,0,1,2,2,0,1651523898
10,0,0,0,0,0,0,1651523909
9,0,0,0,0,0,0,1651523918
6,0,1,0,3,1,0,1651523929
10,0,0,0,0,0,0,1651523939
10,0,0,0,0,0,0,1651523949
4,0,0,0,0,3,0,1651523958
8,0,0,0,0,1,0,1651523968
3,0,0,0,0,6,0,1651523978
5,0,1,0,3,2,0,1651523989
9,0,0,0,0,0,0,1651523998
9,0,0,0,0,0,0,1651524008
9,0,0,0,0,2,0,1651524019
5,0,0,0,0,4,0,1651524029
5,0,0,0,0,1,0,1651524038
7,0,0,0,0,2,0,1651524048
7,0,0,0,0,2,0,1651524058
10,0,0,0,0,0,0,1651524068
5,0,0,0,0,5,0,1651524078
6,0,0,0,0,3,0,1651524088
5,0,0,0,0,6,0,1651524099
3,0,0,0,0,5,0,1651524108
2,0,0,0,0,9,0,1651524119
8,0,0,0,0,1,0,1651524128
