inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
8,0,0,0,0,0,0.0,1651524538
10,0,0,0,0,0,0.0,1651524548
10,0,0,0,0,0,0.0,1651524558
10,0,0,0,0,0,0.0,1651524568
10,0,0,0,0,0,0.0,1651524578
5,0,0,0,0,4,1.0,1651524588
7,1,0,0,1,1,0.0,1651524598
10,0,0,0,0,0,0.0,1651524608
10,0,0,0,0,1,0.0,1651524619
5,0,0,0,0,3,2.0,1651524628
5,0,0,0,0,2,1.0,1651524638
10,0,0,0,0,0,0.0,1651524648
11,0,0,0,0,0,0.0,1651524659
9,0,0,0,0,0,0.0,1651524668
10,0,0,0,0,0,0.0,1651524678
10,0,0,0,0,0,0.0,1651524688
10,0,0,0,0,0,0.0,1651524698
10,0,0,0,0,0,0.0,1651524708
11,0,0,0,0,0,0.0,1651524719
8,0,0,0,0,0,0.0,1651524727
8,0,0,0,0,4,0.0,1651524739
4,0,0,0,1,2,0.5,1651524749
9,4,0,0,0,0,0.0,1651524758
10,0,0,0,0,0,0.0,1651524768
10,0,0,0,0,1,0.0,1651524779
6,4,0,0,1,2,1.0,1651524789
9,0,0,0,0,0,0.0,1651524798
10,0,0,0,0,0,0.0,1651524808
11,0,0,0,0,0,0.0,1651524819
7,3,0,0,1,0,1.0,1651524829
