inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
8,0,0,0,0,0,0,1651524538
9,0,0,0,0,1,0,1651524548
9,0,0,0,0,0,0,1651524558
10,0,0,0,0,0,0,1651524568
10,0,0,0,0,0,0,1651524578
10,0,0,0,0,0,0,1651524588
3,0,1,0,3,4,0,1651524598
9,0,0,0,2,0,0,1651524609
4,0,0,1,1,4,0,1651524618
10,0,0,0,0,0,0,1651524628
10,0,0,0,0,0,0,1651524638
10,0,0,0,0,0,0,1651524648
10,0,0,0,0,0,0,1651524658
10,0,0,0,0,0,0,1651524668
10,0,0,0,0,0,0,1651524678
10,0,0,0,0,0,0,1651524688
10,0,0,0,0,0,0,1651524698
10,0,0,0,0,0,0,1651524708
10,0,0,0,0,0,0,1651524718
10,0,0,0,0,0,0,1651524728
10,0,0,0,0,0,0,1651524738
10,0,0,0,0,0,0,1651524748
11,0,0,0,0,0,0,1651524759
9,0,0,0,0,0,0,1651524768
9,0,0,0,0,0,0,1651524777
10,0,0,0,0,0,0,1651524787
11,0,0,0,0,0,0,1651524798
9,0,0,0,0,0,0,1651524807
11,0,0,0,0,0,0,1651524818
10,0,0,0,0,0,0,1651524828
