inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
10,0,0,0,0,0,0,1651514963
5,0,0,0,0,3,0,1651514973
8,0,0,0,0,0,0,1651514982
5,0,2,0,3,0,0,1651514992
9,0,0,0,0,1,0,1651515002
9,0,0,0,0,0,0,1651515011
11,0,0,0,0,0,0,1651515022
10,0,0,0,0,1,0,1651515033
9,0,0,0,0,0,0,1651515042
10,0,0,0,0,0,0,1651515052
11,0,0,0,0,0,0,1651515063
9,0,0,0,0,0,0,1651515072
10,0,0,0,0,0,0,1651515082
11,0,0,0,0,0,0,1651515093
10,0,0,0,0,0,0,1651515103
9,0,0,0,0,0,0,1651515112
11,0,0,0,0,0,0,1651515123
9,0,0,0,0,0,0,1651515132
11,0,0,0,0,0,0,1651515143
9,0,0,0,0,0,0,1651515152
10,0,0,0,0,0,0,1651515162
10,0,0,0,0,0,0,1651515172
8,0,0,0,0,0,0,1651515182
1,0,0,0,0,0,0,1651515192
11,0,0,0,0,0,0,1651515203
9,0,0,0,0,0,0,1651515212
10,0,0,0,0,0,0,1651515222
10,0,0,0,0,0,0,1651515232
10,0,0,0,0,0,0,1651515242
10,0,0,0,0,0,0,1651515252
