inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
9,0,0,0,0,0,0.0,1651514962
9,0,0,0,0,0,0.5,1651514972
9,0,0,0,0,0,2.0,1651514982
10,0,0,0,0,0,0.0,1651514992
6,0,0,0,0,1,1.0,1651515002
10,0,0,0,0,0,0.0,1651515012
10,0,0,0,0,0,0.0,1651515022
10,0,0,0,0,0,0.0,1651515032
10,0,0,0,0,0,0.0,1651515042
9,0,0,0,0,0,0.0,1651515052
10,0,0,0,0,0,0.0,1651515062
11,0,0,0,0,0,0.0,1651515073
9,0,0,0,0,0,0.0,1651515082
10,0,0,0,0,0,0.0,1651515092
10,0,0,0,0,0,0.0,1651515102
10,0,0,0,0,0,0.0,1651515112
9,1,0,0,1,0,0.0,1651515122
10,0,0,0,0,0,0.0,1651515132
10,0,0,0,0,0,0.0,1651515142
10,0,0,0,0,0,0.0,1651515152
10,0,0,0,0,0,0.0,1651515162
10,0,0,0,0,0,0.0,1651515172
10,0,0,0,0,0,0.0,1651515182
9,0,0,0,0,0,0.0,1651515192
8,0,0,0,0,0,0.0,1651515202
10,0,0,0,0,0,0.0,1651515212
11,0,0,0,0,0,0.0,1651515223
9,0,0,0,0,0,0.0,1651515232
10,0,0,0,0,0,0.0,1651515242
10,0,0,0,0,0,0.0,1651515252
