inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
9,0,0,0,0,0,0,1651514962
10,0,0,0,0,0,0,1651514972
10,0,0,0,0,0,0,1651514982
10,0,0,0,0,0,0,1651514992
10,0,0,0,0,0,0,1651515002
10,0,0,0,0,0,0,1651515012
7,0,0,0,0,4,0,1651515023
7,0,0,0,0,0,0,1651515032
11,0,0,0,0,0,0,1651515043
9,0,0,0,0,0,0,1651515052
10,0,0,0,0,0,0,1651515062
10,0,0,0,0,0,0,1651515072
10,0,0,0,0,0,0,1651515082
10,0,0,0,0,0,0,1651515092
10,0,0,0,0,0,0,1651515102
9,0,0,0,0,0,0,1651515111
11,0,0,0,0,0,0,1651515122
7,0,2,0,3,0,0,1651515132
10,0,0,0,0,0,0,1651515142
10,0,0,0,0,0,0,1651515152
9,0,0,0,0,0,0,1651515162
8,1,0,0,1,0,0,1651515172
10,0,0,0,0,0,0,1651515182
10,0,0,0,0,0,0,1651515192
10,0,0,0,0,0,0,1651515202
10,0,0,0,0,0,0,1651515212
10,0,0,0,0,0,0,1651515222
10,0,0,0,0,0,0,1651515232
10,0,0,0,0,0,0,1651515242
10,0,0,0,0,0,0,1651515252
