inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
7,0,0,0,0,1,0,1651515306
11,0,0,0,0,0,0,1651515317
10,0,0,0,0,0,0,1651515327
10,0,0,0,0,0,0,1651515337
10,0,0,0,0,0,0,1651515347
10,0,0,0,0,0,0,1651515357
9,0,0,0,0,0,0,1651515366
7,0,0,0,0,3,0,1651515376
11,0,0,0,0,0,0,1651515387
8,0,0,0,0,1,0,1651515396
9,0,0,0,0,1,0,1651515406
5,0,1,0,3,0,0,1651515416
10,0,0,0,0,0,0,1651515426
7,0,0,0,0,2,0,1651515436
5,0,0,0,0,4,0,1651515446
10,0,0,0,0,0,0,1651515456
11,0,0,0,0,0,0,1651515467
6,0,0,0,0,2,0,1651515475
12,0,0,0,0,0,0,1651515487
6,1,0,0,1,2,0,1651515496
5,0,0,0,0,4,0,1651515507
9,0,0,0,0,0,0,1651515516
7,0,0,0,0,2,0,1651515526
10,0,0,0,0,0,0,1651515536
5,0,0,0,0,3,0,1651515546
6,0,0,0,0,4,0,1651515556
10,0,0,0,0,0,0,1651515567
9,0,0,0,0,0,0,1651515576
11,0,0,0,0,0,0,1651515587
10,0,0,0,0,0,0,1651515597
