inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
9,0,0,0,0,0,0.0,1651515306
10,0,0,0,0,0,0.0,1651515316
10,0,0,0,0,0,0.0,1651515326
10,0,0,0,0,0,0.0,1651515336
8,0,0,0,0,0,0.5,1651515346
9,2,0,0,1,0,0.0,1651515356
10,0,0,0,0,0,0.0,1651515366
10,0,0,0,0,0,0.0,1651515376
9,0,0,0,0,0,0.0,1651515386
10,0,0,0,0,0,0.0,1651515396
10,0,0,0,0,0,0.0,1651515406
9,0,0,0,0,0,4.0,1651515416
10,0,0,0,0,0,0.0,1651515426
11,0,0,0,0,0,0.0,1651515437
8,0,0,0,0,0,0.0,1651515446
11,0,0,0,0,0,0.0,1651515457
8,1,0,0,1,0,0.0,1651515466
10,0,0,0,0,0,0.0,1651515476
10,0,0,0,0,0,0.0,1651515486
10,0,0,0,0,0,0.0,1651515496
9,2,0,0,1,0,0.0,1651515506
11,0,0,0,0,0,1.5,1651515517
8,2,0,0,1,0,0.0,1651515526
10,0,0,0,0,0,0.0,1651515536
10,0,0,0,0,0,0.0,1651515546
3,0,0,0,0,5,1.0,1651515556
9,1,0,0,1,0,0.0,1651515566
10,0,0,0,0,0,0.0,1651515576
9,0,0,0,0,0,0.0,1651515586
7,1,0,0,0,0,1.0,1651515596
