inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
9,0,0,0,0,0,0.5,1651515307
5,0,0,0,0,0,0.5,1651515316
9,1,0,0,1,0,0.0,1651515326
8,0,0,0,0,1,0.0,1651515336
10,0,0,0,0,0,0.0,1651515346
10,0,0,0,0,0,0.0,1651515356
11,0,0,0,0,0,0.0,1651515367
7,0,0,0,0,2,0.0,1651515376
4,0,0,0,0,2,2.5,1651515386
10,0,0,0,0,1,0.5,1651515397
8,0,0,0,0,2,0.0,1651515407
10,0,0,0,0,0,0.0,1651515417
10,0,0,0,0,0,0.0,1651515427
9,0,0,0,0,0,0.0,1651515436
11,0,0,0,0,0,0.0,1651515447
8,0,0,0,0,1,0.0,1651515456
10,0,0,0,0,0,0.0,1651515466
7,0,0,0,0,2,0.0,1651515477
6,0,0,0,0,2,4.0,1651515486
10,0,0,0,0,0,0.0,1651515497
8,0,0,0,0,1,0.0,1651515506
5,1,0,0,1,1,1.0,1651515515
12,0,0,0,0,0,0.0,1651515527
10,0,0,0,0,0,0.0,1651515537
10,0,0,0,0,0,0.0,1651515547
10,0,0,0,0,0,0.0,1651515557
9,0,0,0,0,0,0.0,1651515566
11,0,0,0,0,0,0.0,1651515577
9,0,0,0,0,0,0.0,1651515586
9,0,0,0,0,0,0.0,1651515596
