inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
9,0,0,0,0,0,0,1651523534
10,0,0,0,0,0,0,1651523544
10,0,0,0,0,0,0,1651523554
10,0,0,0,0,0,0,1651523564
10,0,0,0,0,0,0,1651523574
10,0,0,0,0,0,0,1651523584
10,0,0,0,0,0,0,1651523594
11,0,0,0,0,0,0,1651523605
9,0,0,0,0,0,0,1651523614
6,0,0,0,0,2,0,1651523624
10,0,0,0,0,0,0,1651523634
10,0,0,0,0,0,0,1651523644
10,0,0,0,0,0,0,1651523654
9,0,0,0,0,1,0,1651523664
10,0,0,0,0,0,0,1651523674
10,0,0,0,0,0,0,1651523684
10,0,0,0,0,0,0,1651523694
10,0,0,0,0,0,0,1651523704
10,0,0,0,0,0,0,1651523714
11,0,0,0,0,0,0,1651523725
8,0,0,0,0,0,0,1651523735
8,0,0,0,0,0,0,1651523744
2,0,0,0,0,7,0,1651523754
10,0,0,0,0,0,0,1651523764
10,0,0,0,0,0,0,1651523774
8,0,0,0,0,3,0,1651523785
5,0,0,0,0,4,0,1651523795
10,0,0,0,0,0,0,1651523805
7,0,0,0,0,2,0,1651523815
3,0,0,0,0,4,0,1651523824
