inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
9,0,0,0,0,0,0.0,1651523534
10,0,0,0,0,0,0.0,1651523544
10,0,0,0,0,0,0.0,1651523554
9,0,0,0,0,0,0.0,1651523564
10,0,0,0,0,0,0.0,1651523574
10,0,0,0,0,0,0.0,1651523584
10,0,0,0,0,0,0.0,1651523594
8,0,0,0,0,2,0.0,1651523604
5,0,0,0,0,2,0.5,1651523615
9,0,0,0,0,0,0.5,1651523625
9,0,0,0,0,0,0.0,1651523634
10,0,0,0,0,0,0.0,1651523644
10,0,0,0,0,0,0.0,1651523654
7,0,0,0,0,3,1.0,1651523664
8,0,0,0,0,0,1.0,1651523674
10,0,0,0,0,0,0.0,1651523684
10,0,0,0,0,0,0.0,1651523694
9,0,0,0,0,1,0.0,1651523704
9,0,0,0,0,1,0.0,1651523715
4,0,0,0,0,2,2.0,1651523724
7,0,0,0,0,0,0.5,1651523734
2,0,0,0,1,4,1.0,1651523745
8,2,0,0,0,0,0.0,1651523753
11,0,0,0,0,0,0.0,1651523764
11,0,0,0,0,0,0.0,1651523775
2,0,0,0,0,6,0.0,1651523784
9,2,0,0,1,0,0.0,1651523794
10,0,0,0,0,0,0.0,1651523804
10,0,0,0,0,0,0.0,1651523814
10,0,0,0,0,0,0.0,1651523824
