inaction_stand_s,triage_count_green,triage_count_yellow,triage_count_red,action_triage_s,action_speedup_s,action_dig_rubble_s,previous_timestamp
9,0,0,0,0,0,0,1651523534
11,0,0,0,0,0,0,1651523545
4,0,0,0,0,5,0,1651523555
4,0,1,0,6,0,0,1651523565
9,0,0,4,0,0,0,1651523574
7,0,0,0,0,2,0,1651523585
7,0,0,2,2,1,0,1651523595
5,0,1,0,3,0,0,1651523603
6,0,0,0,0,5,0,1651523614
8,0,0,0,0,2,0,1651523624
5,0,1,0,4,1,0,1651523635
3,1,0,1,3,3,0,1651523645
5,0,0,0,0,4,0,1651523655
4,0,0,0,0,6,0,1651523665
3,0,4,0,3,4,0,1651523675
3,0,0,0,0,6,0,1651523684
4,0,0,0,1,6,0,1651523695
7,0,2,0,1,2,0,1651523705
0,0,0,0,9,0,0,1651523714
7,0,0,0,0,2,0,1651523724
10,0,0,0,0,0,0,1651523734
10,0,0,0,0,0,0,1651523744
10,0,0,0,0,0,0,1651523754
10,0,0,0,0,0,0,1651523764
10,0,0,0,0,0,0,1651523774
10,0,0,0,0,0,0,1651523784
10,0,0,0,0,0,0,1651523794
10,0,0,0,0,0,0,1651523804
10,0,0,0,0,0,0,1651523814
10,0,0,0,0,0,0,1651523824
